comment,text_clean,sentiment,sentiment_score
dulu kukira kopdes ini menjual kebutuhan para petani kaya pupuk dll dengan harga murah/bisa ngutang gitu 😭😭😭,dulu kukira kopdes menjual kebutuhan petani kaya pupuk harga murah ngutang gitu,Negatif,0.5787
Maksud L apa.an pak ?,maksud apa an pak,Negatif,0.9803
syialannn,syialannn,Positif,0.9933
ea ngapain juga harus di ambil sendiri indomarco itu dia punya transportasi tinggal pesen aja nanti juga di kirim ini namanya pemborosan beli mobil buat angkut barang dari indomarco 😂😂😂 1 tahun juga bangkrut,ea ngapain ambil sendiri indomarco punya transportasi tinggal pesen aja kirim namanya pemborosan beli mobil buat angkut barang indomarco tahun bangkrut,Negatif,0.9951
selmat ushabrakayat sudah di saingi dgnn kopraai merah putih ya alalah mau di bawa kemna negara ini,selmat ushabrakayat saingi dgnn kopraai merah putih alalah mau bawa kemna negara,Positif,0.5002
tutup ajalah ngga akan sustain. warung madura atau Alfamart Indomaret lebih reliabel.,tutup ajalah ngga sustain warung madura alfamart indomaret lebih reliabel,Positif,0.968
pake dolar ga,pake dolar ga,Negatif,0.6427
"koq bersaing sm rakyatnya sendiri, lawak",koq bersaing sm rakyatnya sendiri lawak,Negatif,0.9928
"daerah mana kk.
di SBY msih 20",daerah mana kk sby msih,Netral,0.4968
iya tapi kalo bisa buat rakyat miskin aja pak,iya kalo buat rakyat miskin aja pak,Negatif,0.9974
Display Minyaknya pindahin. jangan langsung berhadapan dengan Ace.,display minyaknya pindahin jangan langsung berhadapan ace,Negatif,0.8857
tambahin topup diamond biar rameh,tambahin topup diamond biar rameh,Netral,0.7089
"saya rasa maksud bapaknitu yg ngomong Alfamart dan Indomaret distop pertumbuhan nya, tidak ada ijin buka toko baru, bukan ditutup yg sudah ada.
kalo mau ditutup toko Indomaret dan Alfamart yg sudah ada, waduuuhhh Udah gak bener itu",rasa maksud bapaknitu yg ngomong alfamart indomaret distop pertumbuhan nya ijin buka toko baru bukan ditutup yg kalo mau ditutup toko indomaret alfamart yg waduuuhhh udah gak bener,Negatif,0.9889
"program yg tidak d sukai rakyat
MBG dan koperasi merah putih",program yg sukai rakyat mbg koperasi merah putih,Positif,0.9486
bnyak oknum permaenan pasar bro . lu pernah liat gas elpiji langka bk smpe gas melon 50ribu,bnyak oknum permaenan pasar bro lu pernah liat gas elpiji langka bk smpe gas melon ribu,Negatif,0.6053
gak penting jga lu mau beli apa kagak,gak penting jga lu mau beli apa kagak,Negatif,0.9653
ngene kok dadi mentri,ngene kok dadi mentri,Negatif,0.9913
@데라 ajarono bos,ajarono bos,Positif,0.9035
nanti kalo ngutang di warung terdekat,kalo ngutang warung terdekat,Netral,0.9465
loker syarat nya harus kenal orang dalam kak,loker syarat nya kenal orang kak,Positif,0.5422
Nak copy kedai satu malaysia ni😅,nak copy kedai satu malaysia ni,Netral,0.9025
"ini bayar nya kes,apa angsuran
maaf bertanya dengan nada rendah",bayar nya kes apa angsuran maaf bertanya nada rendah,Negatif,0.9834
Tata dulu barangnya yang bener kak😭😭,tata dulu barangnya bener kak,Netral,0.986
LPG 16 ewu,lpg ewu,Negatif,0.9067
Saham alfamart x indomaret turun drastis gegara muncul kopdes 😢,saham alfamart indomaret turun drastis gegara muncul kopdes,Netral,0.973
punten🙏🙏😭,punten,Positif,0.8981
produk lokal disitu apa aja mba?,produk lokal disitu apa aja mba,Netral,0.9387
2026 masih aja ada propaganda,aja propaganda,Negatif,0.9956
[Sticker] ,sticker,Positif,0.6144
gas melon langka😭😭😭😭,gas melon langka,Negatif,0.716
usaha pejabat niru niru usaha rakyat,usaha pejabat niru niru usaha rakyat,Negatif,0.996
Ojo percoyo habis di resmikan kok di tutup.pdhl ada yg mau beli.tanda2 gak beres,ojo percoyo habis resmikan kok tutup pdhl yg mau beli tanda gak beres,Negatif,0.9812
paling setahun terbengkalai nanti bang,paling setahun terbengkalai bang,Negatif,0.9961
wow FULL BANGET ya isinya😳,wow full banget isinya,Positif,0.9943
"saya yakin ora bakal sukses,,yakin saya.",yakin ora bakal sukses yakin,Positif,0.9842
lah serving nya masi banyak yg kosong🤣,lah serving nya masi banyak yg kosong,Negatif,0.9536
kata gua mh bikin ukuran 3 ruko aja jga cukup 😭😭,kata gua mh bikin ukuran ruko aja jga cukup,Netral,0.9882
kwkwkwkwkwkwkwkwk😃😃😃😃😃😃,kwkwkwkwkwkwkwkwk,Negatif,0.6345
"gini kalo kopdes yang ngolah orang dalam pemerintahan, gak bakal ada yang minat yang beli",gini kalo kopdes ngolah orang pemerintahan gak bakal minat beli,Negatif,0.9928
"buka di depok dong... kalo harganya segitu...
kita sangat di bantu",buka depok dong kalo harganya segitu sangat bantu,Positif,0.9141
sodaranya pasti,sodaranya,Positif,0.6927
semoga ga ada permainan pak di pelosok2 desa. soalnya masalah kopdes di desa2 yakin banyak ga benernya🤣,semoga ga permainan pak pelosok desa soalnya masalah kopdes desa yakin banyak ga benernya,Negatif,0.9925
"Mending belanja di warung tetamgga..
Misalkan kita ada hajatan mereka pasti yg duluam bantu kita",mending belanja warung tetamgga misalkan hajatan yg duluam bantu,Netral,0.802
ini yg mau geser indo mart sama aplhamaret bukan ya?,yg mau geser indo mart sama aplhamaret bukan,Netral,0.9906
ini lagi corona kah? pada jaga jarak,corona jaga jarak,Netral,0.9172
fungsi CIKI apa coba,fungsi ciki apa coba,Negatif,0.7718
wkwkwk kalo disini ditengah kebun gimana pak bertanya dengan nada lembut🤣🤣?,wkwkwk kalo disini ditengah kebun gimana pak bertanya nada lembut,Negatif,0.7393
Duh dengar dia ngomong aja udah emosi,duh dengar ngomong aja udah emosi,Negatif,0.998
apa beda nya sama alfa dan indomart kalau fungsi nya sama,apa beda nya sama alfa indomart kalau fungsi nya sama,Netral,0.9809
"Taruh di koprasi kak jd kaka ga perlu cape” jualan tapi dapat untung, dan berkanfaat juga untuk orng lain",taruh koprasi kak jd kaka ga perlu cape jualan untung berkanfaat orng,Positif,0.9864
yang komen pada lawak engga ada yang paham maksud dari video ini,komen lawak engga paham maksud video,Negatif,0.9978
salah satu tmpat yg tdk akan saya kunjungi,salah satu tmpat yg tdk kunjungi,Netral,0.6263
dimana murah?,murah,Positif,0.9968
warung Madura aj g takut saingan am Alfa indo.. kok kopdes takut😌😌,warung madura aj takut saingan am alfa indo kok kopdes takut,Negatif,0.9966
besak gantiin ayah aja kakakk.,besak gantiin ayah aja kakakk,Negatif,0.9696
"baru tau kalo display ada spasi,kukira spasi cuma ada di word😭",baru tau kalo display spasi kukira spasi cuma word,Negatif,0.7351
1.8m buat buka 1 toko begini 1.8m mending buka alfaindo lebih profit 😂😂😂 ga sampe 1.8 juga,buat buka toko begini mending buka alfaindo lebih profit ga sampe,Positif,0.8586
tebak anggaran,tebak anggaran,Netral,0.9312
belum2 udah tiktokan😅,udah tiktokan,Negatif,0.9962
"sebenarnya di tiap kecamatan sekarang sudah ada pasar modern, dibangun pemda. tapi masyarakat juga malas pake lapaknya, karena sewa dari pemda mahal",sebenarnya tiap kecamatan sekarang pasar modern dibangun pemda masyarakat malas pake lapaknya sewa pemda mahal,Negatif,0.9943
cringe bgt😂,cringe bgt,Positif,0.8921
"coba di sidak lagi pak setelah di resmikan, masih rapi dan komplit tidak dan berjalan lancar tidak 😂😂",coba sidak pak resmikan rapi komplit berjalan lancar,Netral,0.9349
Saking pintar2 ya jadi kebelinger lebih baik mah dpr menteri ama presidennya ya yg di setop ditutup karna udah kelebihan pinter ya,saking pintar jadi kebelinger lebih baik mah dpr menteri ama presidennya yg setop ditutup karna udah kelebihan pinter,Positif,0.4952
aku yang Indomilk kak muahalll poll menurutku buat anak kost,aku indomilk kak muahalll poll menurutku buat anak kost,Positif,0.9862
"Kalau konsepnya mengangkat produk lokal tidak juga, tapi antara konsep dengan yang terjadi dilapangan kan beda...",kalau konsepnya mengangkat produk lokal konsep terjadi dilapangan kan beda,Negatif,0.4422
kalau harga barang sama kayak Indomaret/Alfamart...apa bedanya?,kalau harga barang sama kayak indomaret alfamart apa bedanya,Netral,0.9821
noto barang ws koyo meh pbb,noto barang ws koyo meh pbb,Negatif,0.8639
keramik kw 3 atau cari yg afkiran,keramik kw cari yg afkiran,Negatif,0.6679
"Kalau kebijakan cuma berdasarkan niat baik, koruptor juga niatnya mulia mau menafkahi keluarga.",kalau kebijakan cuma berdasarkan niat baik koruptor niatnya mulia mau menafkahi keluarga,Negatif,0.991
"sesuai edaran dr mentri tenaga kerja..gaji minimal UMK setempat,,,kalau kurang bisa dituntut ke pengadilan",sesuai edaran dr mentri tenaga kerja gaji minimal umk setempat kalau kurang dituntut pengadilan,Netral,0.9955
udah tutup,udah tutup,Negatif,0.8606
[Sticker] aku sama kamu kak,sticker aku sama kamu kak,Netral,0.9894
sampe bingung mau pilih yg mana😭,sampe bingung mau pilih yg mana,Negatif,0.9758
intinya sih lanzia wowo harus mundur jadi presiden..,intinya sih lanzia wowo mundur jadi presiden,Netral,0.8759
mirip backroom,mirip backroom,Negatif,0.6869
emang gak ditulis harganya,emang gak ditulis harganya,Negatif,0.978
😂😂😂😂😂kok bisa,kok,Positif,0.9317
baru buka tapi aura sepinya kuat bangett,baru buka aura sepinya kuat bangett,Positif,0.9911
program yg g pernah disurvey sblm berjalan..,program yg pernah disurvey sblm berjalan,Netral,0.9964
koyo toko bangkrut 😭,koyo toko bangkrut,Negatif,0.9962
[Sticker] ,sticker,Positif,0.6144
ini yg display ocd kah,yg display ocd,Netral,0.9064
cek tanggal kadaluarsa nya takutnya sudah dekat,cek tanggal kadaluarsa nya takutnya dekat,Negatif,0.8896
yah..masi kosong gitu..gajadi dh🗿,yah masi kosong gitu gajadi dh,Negatif,0.9967
"Bjirrr gas melon ""tadinya 18rb"" pdhl di warung bisa 23 25. Ketauan ga tau harga.",bjirrr gas melon tadinya rb pdhl warung ketauan ga tau harga,Negatif,0.9326
Rusak wes rusakk,rusak wes rusakk,Negatif,0.9978
"apa ini masih kehidupan tahun 2020
jaga jarak nya ngejaga banget",apa kehidupan tahun jaga jarak nya ngejaga banget,Positif,0.9526
ada yg lupa..masker🤣,yg lupa masker,Negatif,0.6927
Lengkapan warung madura?,lengkapan warung madura,Positif,0.98
pada LDR produk nya🥰,ldr produk nya,Positif,0.9564
[Sticker] ,sticker,Positif,0.6144
Mirip siapa hayo @Aiiiii @Lailatul jannah @walida_fi @riska🦋 @Yuniindriyani_116 @Mamikhay @Yayulis Yayulis,mirip siapa hayo jannah yayulis,Negatif,0.858
"diem deh diem, mumet banget nambah liat beginian 😭",diem deh diem mumet banget nambah liat beginian,Negatif,0.9978
Org lebih suka beli di alfa/indo karena tampilan gerainya terang dan ber-AC jd nyaman. Mayoritas harga di alfa/indo lebih mahal krn mrk tdk boleh jual grosir jg. Kl ada yg lebih murah palingan hanya bbrp barang sj. Klo KDMP kenapa konsepnya tdk sesuai dg yg disampaikan oleh menteri?,org lebih suka beli alfa indo tampilan gerainya terang ber ac jd nyaman mayoritas harga alfa indo lebih mahal krn mrk tdk jual grosir jg kl yg lebih murah palingan bbrp barang sj klo kdmp konsepnya tdk sesuai dg yg disampaikan menteri,Negatif,0.5715
display-nya bkin males belanja njir,display nya bkin males belanja njir,Negatif,0.9973
apa gak dipikirkan nasib para pekerja kalau sampe Alfa/indo distop?,apa gak dipikirkan nasib pekerja kalau sampe alfa indo distop,Negatif,0.9616
[Sticker] ,sticker,Positif,0.6144
rezeki udh ada ngaturrr,rezeki udh ngaturrr,Positif,0.9843
Simulator po Ki,simulator po ki,Netral,0.9341
susunan rak depan kasir masih bagus susunan rak Alfa sama Indomaret,susunan rak depan kasir bagus susunan rak alfa sama indomaret,Positif,0.6802
[Sticker] ,sticker,Positif,0.6144
setuju..... 😏,setuju,Positif,0.9944
dih,dih,Negatif,0.9071
mohon maaf tapi produk umkm apa ya yang dijual disitu?,mohon maaf produk umkm apa dijual disitu,Negatif,0.763
Jujur janggal,jujur janggal,Negatif,0.9905
kita member Alfamart yg udh jls puluhan tahun.koperasi pakai uang rakyat,member alfamart yg udh jls puluhan tahun koperasi pakai uang rakyat,Netral,0.8115
barang e sitik. rak e wakehhh😭 1 rak isi ne podoo kabeh 🤣🤣,barang sitik rak wakehhh rak isi ne podoo kabeh,Negatif,0.945
d stop dalam artian tidak boleh ada yg buka baru? atau usaha yg sudah berjalan d suruh tutup?,stop artian yg buka baru usaha yg berjalan suruh tutup,Negatif,0.898
ayo taruhan sama saya pak... berapa lama kopdes merah putih bisa bertahan...,ayo taruhan sama pak berapa lama kopdes merah putih bertahan,Negatif,0.6471
"lah kan order ke indomarco...
disini juga sama...
yg order ke wing ya ambil ke gudang wing...mayora ya ambil ke gudang mayora...yg ambil ke indomarco ya ambil ke indomarco...
trus salahnya dimana..?????",lah kan order indomarco disini sama yg order wing ambil gudang wing mayora ambil gudang mayora yg ambil indomarco ambil indomarco trus salahnya,Netral,0.9344
"gatel bet pingin berkata kata..
tapii gmnaa",gatel bet pingin berkata kata tapii gmnaa,Negatif,0.9979
berarti masih padi dong belum jadi beras😅,berarti padi dong jadi beras,Negatif,0.7831
koperasi gajelas,koperasi gajelas,Negatif,0.9978
bukti negara Konoha.. sebagus apa pun pemimpinnya kalo yng dibawah orng2 lama bisa dipastikan program sulit berjalan dengan baik.. semngat pak niat baik mu mudah2an di berikan kemudahan oleh Allah SWT..,bukti negara konoha sebagus apa pemimpinnya kalo yng dibawah orng lama dipastikan program sulit berjalan baik semngat pak niat baik mu mudahan berikan kemudahan allah swt,Negatif,0.5292
lau indomart dan alfamart gnti nama gmna wkwkwk,lau indomart alfamart gnti nama gmna wkwkwk,Netral,0.8776
sebenarnya program nya arahnya kemana sih pak😩,sebenarnya program nya arahnya sih pak,Netral,0.9803
ada modal ngga buat beli isian..klo ngga ada saya modalin🤣,modal ngga buat beli isian klo ngga modalin,Negatif,0.6099
@partaigerindra jelaskan maksudnya menteri ini😳😳😳,jelaskan maksudnya menteri,Netral,0.9401
kl sembako di desa warung juga bernejer kirsin jual pupuk murah bibit pertanian alat pertanian gitu tibake sembako kl sembako warung juga udah berjejer,kl sembako desa warung bernejer kirsin jual pupuk murah bibit pertanian alat pertanian gitu tibake sembako kl sembako warung udah berjejer,Netral,0.9676
"Prasaan covid-19 udah lewat, lah ini disini masih corona",prasaan covid udah lewat lah disini corona,Netral,0.8998
aku merasa gak bakal lama ya program ini.,aku merasa gak bakal lama program,Positif,0.9824
"dosanya Indomaret, Alfamart apa ya🤔🤔🤔",dosanya indomaret alfamart apa,Netral,0.5903
"gilak .
buka program baru tapi menimbulkan yang lain supaya tutup",gilak buka program baru menimbulkan tutup,Negatif,0.9837
cakepp,cakepp,Positif,0.9958
Kegedean tempatnya mending sewa aja ruko 1 petak,kegedean tempatnya mending sewa aja ruko petak,Negatif,0.9967
tetep gassss,tetep gassss,Positif,0.9892
program gax jelas,program gax jelas,Negatif,0.8322
"display nya kurang menarik kk, coba main"" ke swalayan "" yg lain kak gimana keren dan menariknya display"" produk mereka",display nya kurang menarik kk coba main swalayan yg kak gimana keren menariknya display produk,Negatif,0.9807
nyawit ini oranh 😭,nyawit oranh,Negatif,0.9948
Siapa yang setuju dia di stop jadi,siapa setuju stop jadi,Negatif,0.9859
paling bentar aja udah tutup ini...,paling bentar aja udah tutup,Netral,0.924
"jngan keras"" ntar ada termul yg marah lho 🤭",jngan keras ntar termul yg marah lho,Negatif,0.9955
[Sticker] Ituuu orng titipan kah,sticker ituuu orng titipan,Negatif,0.8719
[Sticker] ,sticker,Positif,0.6144
Maaf poin aku udh bnyk di Indomaret dan alfa 🙏🏻🤣,maaf poin aku udh bnyk indomaret alfa,Netral,0.9891
trs petani yng ngasiani siapa...karena petani yg memproduksi mulai tanam sampai panen ..kamu kira petani g kepingin makmur,trs petani yng ngasiani siapa petani yg memproduksi mulai tanam panen kamu kira petani kepingin makmur,Negatif,0.612
gawatttt,gawatttt,Negatif,0.9956
ancen ngelawak,ancen ngelawak,Negatif,0.8098
"pak di tempat ku sini
di Kutim
LPG 50
minyak 2L 60
bensin 20/L
beras 360 20kg itu yg paling murah",pak tempat ku sini kutim lpg minyak bensin beras kg yg paling murah,Positif,0.5552
awan gelap sudah menyelimuti warung kecil,awan gelap menyelimuti warung kecil,Netral,0.713
anggaran nya 1M lebih begini isi kopdes nya ?,anggaran nya lebih begini isi kopdes nya,Netral,0.9914
tau arti koperasi ga si?,tau arti koperasi ga si,Netral,0.9303
"minimal di isi dulu rak nya kek, apaan jir kosong ga lengkap, mending alfa ama indo😭",minimal isi dulu rak nya kek apaan jir kosong ga lengkap mending alfa ama indo,Negatif,0.5634
diketawain alfa sama indomaret 😂,diketawain alfa sama indomaret,Netral,0.7451
program ngabisin duit rakyat intinya mah,program ngabisin duit rakyat intinya mah,Negatif,0.9905
ngelirik be wegah,ngelirik be wegah,Negatif,0.8639
sesuatu yg lahir dari pemerintah pasti kualitasnya tidak sebagus swasta karna kalo dari program pemerintah selalu di pangkas anggarannya dari atas sampai bawah,yg lahir pemerintah kualitasnya sebagus swasta karna kalo program pemerintah selalu pangkas anggarannya atas bawah,Positif,0.8966
Kirain ultras madrid,kirain ultras madrid,Negatif,0.9188
Berapa? 5rb an ta segitu,berapa rb an ta segitu,Negatif,0.6184
sebenarnya siapa yang punya ide koperasi desa merah putih ini,sebenarnya siapa punya ide koperasi desa merah putih,Netral,0.6588
renggang bgt kaya lagi musuhan,renggang bgt kaya musuhan,Negatif,0.998
"istigfar pak, kalo alfa atau indo tutup pegawainya mau di kemanain, makin banyak pengangguran, ga setuju kalo sampe di tutup, atur aja yg bener tuh kopdes yang bener masyarakat juga udah pinter pak",istigfar pak kalo alfa indo tutup pegawainya mau kemanain makin banyak pengangguran ga setuju kalo sampe tutup atur aja yg bener tuh kopdes bener masyarakat udah pinter pak,Negatif,0.6913
lebih ramean happy mall gue,lebih ramean happy mall gue,Positif,0.991
ini mah indomaret sama alfamaret..,mah indomaret sama alfamaret,Netral,0.9772
@elzeliine kayak simulator supermarket bersama,kayak simulator supermarket bersama,Netral,0.6662
"area kasirnya lega banget, ohhh.. mau di isi alat2 bikin kopi trnyata 🥰
positif thinking ges",area kasirnya lega banget ohhh mau isi alat bikin kopi trnyata positif thinking ges,Positif,0.9822
